-1.11,13.06,17.56,8.33,0.33,10.72,19.06,4.22,5.56,12.22,16.89,2.78,-1.67,7.89,20.78,4.44,2.5,10.44,19.44,3.06,4,9.67,18.33,1,2.11,9.22,17.89,3.78,0,9.78
0.67,6.17,16.44,-2.17,-1.39,6.56,14.33,0.44,0.11,6.67,14.39,0.06,0.61,8.28,16.17,-0.67,-1.44,7.28,15.5,-0.22,-0.72,6.67,15.17,-2.39,-1.39,7.56,16,0.89,-1.44,7
-3.28,11.17,17.11,4,-1.33,10.83,17.89,0.44,2.28,11.67,16.33,0.22,-3.72,6.11,19,2,0,9.83,20.22,1.56,1.83,8.78,17,-0.11,-3.39,8.17,16.72,2.78,-3,9.22
3.28,6.11,14.44,0.44,2.28,7.5,12.67,1.06,1.11,6.44,13.67,1.78,1.22,6.83,13.39,2.06,0.06,7.83,12.94,2.61,2,6.94,15.06,1.28,1.89,6.61,14.28,1.56,1.67,6
-8.17,-0.5,8.44,-9.89,-10.44,-0.78,7.06,-10.67,-9.72,-0.67,7.33,-8.72,-9.06,-1.44,8.06,-10,-10.94,-0.17,8.61,-8.78,-10.33,-1.89,6.11,-10.06,-10.56,-1.94,8.06,-7.22,-11.72,-1.94
-15.33,2.11,13.22,1.94,-6.17,1.89,13.17,-4.44,-4.39,5.17,13.22,-5.94,-8.72,0.67,14.5,-3.44,-7.61,4,11.11,-4.56,-4.11,1.61,11.39,-3.78,-6,3,13.28,-1.39,-9.72,2.78
7.39,18.56,22,16,8.44,15.56,22.28,12.56,10.78,15.67,21.94,10.61,6.72,14.61,22.94,11.11,8.44,15.33,22.39,12.22,10.44,16.61,22.5,7.67,8.89,14.78,21.72,11.56,8.11,15.94
-0.06,13.56,18.17,9.33,1,10.78,18.89,5.33,5.67,12.56,17.28,4.17,-0.67,8.56,20.89,4.94,3.22,10.94,19,4.78,5.06,10.06,18.44,1.17,3,9.11,17.28,3.94,1.33,9.56
-6.28,-1.44,5.83,-8.28,-7.56,1.22,5.28,-11.83,-12.33,-1.22,5.78,-8.39,-8.11,-0.61,4.78,-8.56,-9.28,0.33,5.78,-6.78,-9.06,-1.83,5.89,-8.17,-8.33,-1.83,5.22,-7.06,-10.11,-3.67
-12.33,5.72,14.89,1.06,-7.22,5.33,15.61,-5.67,-3.94,7.5,13.28,-6.22,-9.67,0.72,15.33,-3,-8.06,5.39,16.17,-3,-4.44,3.5,12.56,-4.28,-10.67,5.22,14.11,-0.78,-10.83,4.06
-12.56,5.06,13.67,1.78,-7.06,4.5,14.78,-5.33,-3.11,7.5,12.83,-6.06,-9.06,1.06,15.44,-2.28,-7.22,5.11,15.11,-2.72,-3.89,3.11,11.89,-3.56,-9,4.5,13.78,-1.17,-9.39,3.78
-15.17,3.72,14.17,-3,-10.89,4.06,13.78,-9.28,-7.83,4.94,12.39,-9.39,-12.94,-2.22,13.28,-6.39,-14.33,3.11,14.67,-6.56,-9.17,1.28,10.33,-7.94,-15.28,3.28,12.06,-5.61,-15.89,0.44
-7.56,6.17,16.28,-2.72,-6,6.17,14.61,-8,-5.39,6.61,13.94,-6.22,-8.67,0.61,15.06,-4.89,-7.78,5.17,17.33,-4,-5,3.22,11.56,-4.72,-10.39,4,15,-3.28,-8.78,4
-8.89,7.33,14.56,4.06,-5.67,6.78,15.33,-2.33,0.61,9.94,13.78,-3.28,-6.72,3.67,17.72,0.17,-2.78,7.39,16,-1.17,-0.83,4.89,14.33,-2.39,-4.39,5.56,14.39,-0.44,-5.89,6
2.5,16.06,19.83,9.56,3.61,14.72,21.39,7.67,8.61,14.67,19.17,5.11,0.83,10.44,22.28,6.56,4.39,12.67,21.83,5.78,6.89,13.39,20.61,4.39,3.44,12.5,19.61,6.67,2,13.5
-21,-2.67,9.94,-3.94,-11.44,-3.56,8.78,-11.33,-11.94,0.33,9.94,-13.22,-14.5,-2.94,8.06,-11.56,-15.44,-1.11,7,-9.61,-12.5,-2.28,7.06,-6.44,-12.78,0,9.39,-8.72,-17.94,-0.61
-9.28,5.83,15.94,4.44,-5.28,5.06,16.67,-1.39,-0.39,9.33,14.67,-3,-6,4.44,18.67,-0.56,-3.67,8.28,15.61,-0.94,-0.72,5.22,14.33,-1.17,-2.61,6.33,15.22,1,-5.5,5.56
-16.06,1.5,12.22,1.11,-6.56,0.83,12.11,-5.39,-5.39,4.33,12.78,-7.11,-9.22,0.22,13.72,-4.5,-8.28,3.11,10.22,-5.44,-4.61,1.06,10.94,-4,-6.72,2.67,13,-2,-10.28,2.33
-19.22,-0.11,12.06,-1.28,-9,-0.89,11.83,-7.17,-7.11,2.44,10.28,-10.11,-11.06,-3.83,11.17,-5.11,-12.72,0.39,11.56,-5.67,-9.11,-1.17,8.67,-5.11,-13.28,1.28,10.06,-5.22,-14,-0.61
-20.44,-0.11,11.5,-7.22,-15.06,0.11,10.67,-13.44,-13.94,0.78,9.94,-14.89,-19.5,-5.72,9.61,-10.78,-20.39,-0.39,10.5,-13.22,-16.56,-2.33,7.44,-11,-19.28,-0.33,9.56,-12.67,-22.33,-2.61
-0.56,13.89,17.89,8.06,0.61,12.17,19.44,4.06,6.28,12.78,17.39,2.78,-1.56,7.78,21,4.33,2.56,10.89,20.44,3.17,4.72,10.78,18.89,1.78,1,9.67,18.06,4.28,0,10.78
-9.06,7.89,15.72,0.67,-5.72,7.5,15.89,-5.06,-2.94,8.72,14.39,-4.22,-8,2.28,16.06,-2.22,-5.06,7.17,17.83,-1.67,-3.33,5.22,13.56,-3.61,-9,6.06,15,0.94,-8.06,5.39
-9.56,-1.56,5.89,-9.44,-9.56,0.33,5.89,-14.78,-14.56,-0.72,5.44,-11,-17.67,-3.44,4.5,-8.83,-20.56,-0.56,6.33,-8.33,-9.67,-3.61,5.33,-7.33,-15.72,-2.5,5.89,-12.67,-11.61,-4.67
-10.28,2.83,12.94,-6.5,-8.67,3.11,10.94,-11.11,-9.22,3,10.72,-9.33,-12.11,-2.11,12.11,-7.67,-13.89,2,13.11,-6.61,-8.11,-0.78,8.78,-7.22,-14.11,0.61,11.44,-6.5,-11.28,-0.44
-10.94,4.5,15.44,4.22,-5.56,3.67,15.06,-2.28,-1.56,7.22,14.61,-3.78,-6.94,2.83,17.11,-1.17,-5.17,6.67,14.33,-2.06,-1.83,3.72,13.83,-1.89,-3.94,4.89,15,0.5,-7.06,4.61
-4.78,2.61,12.39,-5.39,-6.06,2.67,11.06,-4.17,-3.72,3.17,11,-5.06,-6.5,3.22,11.22,-5,-5.22,3.5,12.61,-4.17,-4.72,3.17,9.33,-6.83,-6.22,2.89,11.78,-2.56,-7.28,3.22
-18.78,0.06,11.94,0,-9.22,-1.39,10.5,-6.44,-7.39,3.28,10.56,-9.33,-12.5,-2.06,12.5,-6,-12.17,1,9.5,-6.94,-7.44,-0.28,9.11,-5,-10.44,1.44,11.11,-3.61,-15,0.78
-4.39,9.28,16.89,6.83,-2,7.83,18.11,1.06,2.11,11.5,15.67,0.28,-4.33,6.28,19.67,2.06,0.11,9.78,17.67,2.17,2.33,7.22,16,-0.33,-0.33,7.28,15.33,1.67,-2.28,7.72
